image,resnet50_classe,auc_augmentation
ILSVRC2012_val_00004058.JPEG,gibbon,41.92787551879883
ILSVRC2012_val_00004059.JPEG,pop bottle,93.6787109375
ILSVRC2012_val_00004157.JPEG,hip,88.50180053710938
ILSVRC2012_val_00004172.JPEG,harvestman,14.738160133361816
ILSVRC2012_val_00004200.JPEG,triumphal arch,93.85433959960938
ILSVRC2012_val_00004213.JPEG,custard apple,80.78429412841797
ILSVRC2012_val_00004237.JPEG,thimble,94.01486206054688
ILSVRC2012_val_00004263.JPEG,toilet seat,85.7210464477539
ILSVRC2012_val_00004297.JPEG,stage,97.04205322265624
ILSVRC2012_val_00004339.JPEG,rhinoceros beetle,93.4511489868164
ILSVRC2012_val_00004352.JPEG,scabbard,92.94856262207033
ILSVRC2012_val_00004362.JPEG,spiny lobster,81.11759185791016
ILSVRC2012_val_00004390.JPEG,borzoi,97.3284912109375
ILSVRC2012_val_00004391.JPEG,binder,96.4501953125
ILSVRC2012_val_00004414.JPEG,cloak,96.0
ILSVRC2012_val_00004416.JPEG,reel,98.4219970703125
ILSVRC2012_val_00004433.JPEG,acorn,98.48484802246094
ILSVRC2012_val_00004442.JPEG,crane,90.30720520019533
ILSVRC2012_val_00004465.JPEG,motor scooter,98.59722900390624
ILSVRC2012_val_00004508.JPEG,bison,98.0
ILSVRC2012_val_00004543.JPEG,joystick,88.7138442993164
ILSVRC2012_val_00004584.JPEG,otter,49.245086669921875
ILSVRC2012_val_00004613.JPEG,bullfrog,95.2380828857422
ILSVRC2012_val_00004646.JPEG,traffic light,97.22488403320312
ILSVRC2012_val_00004651.JPEG,turnstile,66.26336669921875
ILSVRC2012_val_00004661.JPEG,lacewing,93.9863510131836
ILSVRC2012_val_00004678.JPEG,platypus,95.83331298828124
ILSVRC2012_val_00004687.JPEG,Airedale,88.03919982910156
ILSVRC2012_val_00004689.JPEG,water snake,3.4936623573303223
ILSVRC2012_val_00004732.JPEG,buckle,88.53884887695312
ILSVRC2012_val_00004755.JPEG,grey whale,93.3121337890625
ILSVRC2012_val_00004763.JPEG,Bernese mountain dog,1.4489256143569946
ILSVRC2012_val_00004787.JPEG,ladle,98.02278900146484
ILSVRC2012_val_00004794.JPEG,dome,99.11509704589844
ILSVRC2012_val_00004795.JPEG,English foxhound,78.4596176147461
ILSVRC2012_val_00004834.JPEG,box turtle,87.26992797851562
ILSVRC2012_val_00004852.JPEG,toy poodle,97.10383605957033
ILSVRC2012_val_00004858.JPEG,wool,19.989845275878903
ILSVRC2012_val_00004876.JPEG,flagpole,97.22222137451172
ILSVRC2012_val_00004897.JPEG,box turtle,97.44178009033205
ILSVRC2012_val_00004904.JPEG,flatworm,97.22222137451172
ILSVRC2012_val_00004932.JPEG,beacon,27.08584976196289
ILSVRC2012_val_00004960.JPEG,standard schnauzer,96.2546157836914
ILSVRC2012_val_00004981.JPEG,steel arch bridge,90.3019790649414
ILSVRC2012_val_00005000.JPEG,admiral,98.24561309814452
ILSVRC2012_val_00005028.JPEG,spider web,84.398193359375
ILSVRC2012_val_00005037.JPEG,ballplayer,92.35623931884766
ILSVRC2012_val_00005075.JPEG,stopwatch,95.85404205322266
ILSVRC2012_val_00005087.JPEG,wardrobe,88.62213134765625
ILSVRC2012_val_00005091.JPEG,vestment,97.16645050048828
ILSVRC2012_val_00005094.JPEG,garbage truck,80.24777221679688
ILSVRC2012_val_00005102.JPEG,gondola,84.12926483154297
ILSVRC2012_val_00005131.JPEG,beacon,93.1690673828125
ILSVRC2012_val_00005162.JPEG,teapot,96.0453643798828
ILSVRC2012_val_00005171.JPEG,macaque,92.30768585205078
ILSVRC2012_val_00005188.JPEG,anemone fish,95.91413116455078
ILSVRC2012_val_00005199.JPEG,sandal,59.3409538269043
ILSVRC2012_val_00005225.JPEG,red wine,92.30768585205078
ILSVRC2012_val_00005226.JPEG,umbrella,90.53569793701172
ILSVRC2012_val_00005230.JPEG,snorkel,92.0652847290039
ILSVRC2012_val_00005237.JPEG,walking stick,49.42138671875
ILSVRC2012_val_00005239.JPEG,Lhasa,92.97516632080078
ILSVRC2012_val_00005252.JPEG,harvester,92.84127807617188
ILSVRC2012_val_00005287.JPEG,goldfinch,93.26898956298828
ILSVRC2012_val_00005299.JPEG,coil,4.7997727394104
ILSVRC2012_val_00005334.JPEG,syringe,95.83331298828124
ILSVRC2012_val_00005387.JPEG,Arctic fox,96.63272094726562
ILSVRC2012_val_00005419.JPEG,bustard,57.50552749633789
ILSVRC2012_val_00005443.JPEG,revolver,95.37686920166016
ILSVRC2012_val_00005455.JPEG,book jacket,86.90779876708984
ILSVRC2012_val_00005512.JPEG,bulletproof vest,95.2380828857422
ILSVRC2012_val_00005516.JPEG,lighter,25.142919540405273
ILSVRC2012_val_00005521.JPEG,Siberian husky,97.95603942871094
ILSVRC2012_val_00005557.JPEG,pitcher,97.37548065185548
ILSVRC2012_val_00005574.JPEG,Komodo dragon,97.91417694091795
ILSVRC2012_val_00005579.JPEG,dial telephone,95.31839752197266
ILSVRC2012_val_00005580.JPEG,armadillo,92.99348449707033
ILSVRC2012_val_00005592.JPEG,tank,64.4897232055664
ILSVRC2012_val_00005604.JPEG,zebra,94.10073852539062
ILSVRC2012_val_00005636.JPEG,wood rabbit,98.23298645019533
ILSVRC2012_val_00005637.JPEG,capuchin,98.3404312133789
ILSVRC2012_val_00005681.JPEG,power drill,96.0
ILSVRC2012_val_00005765.JPEG,vine snake,89.01200866699219
ILSVRC2012_val_00005770.JPEG,great grey owl,95.77854919433594
ILSVRC2012_val_00005787.JPEG,space shuttle,88.7203369140625
ILSVRC2012_val_00005800.JPEG,lorikeet,24.964414596557617
ILSVRC2012_val_00005874.JPEG,buckle,93.5756378173828
ILSVRC2012_val_00005889.JPEG,fiddler crab,48.32430648803711
ILSVRC2012_val_00005900.JPEG,wire-haired fox terrier,95.70257568359376
ILSVRC2012_val_00005904.JPEG,sulphur butterfly,94.40699768066406
ILSVRC2012_val_00005921.JPEG,agaric,97.61720275878906
ILSVRC2012_val_00005947.JPEG,ground beetle,92.12551879882812
ILSVRC2012_val_00005992.JPEG,steel arch bridge,98.24561309814452
ILSVRC2012_val_00006006.JPEG,groom,93.95789337158205
ILSVRC2012_val_00006007.JPEG,goldfish,35.781951904296875
ILSVRC2012_val_00006021.JPEG,horse cart,90.88885498046876
ILSVRC2012_val_00006049.JPEG,black swan,97.06864166259766
ILSVRC2012_val_00006087.JPEG,pelican,97.37383270263672
ILSVRC2012_val_00006131.JPEG,cliff dwelling,90.70304107666016
ILSVRC2012_val_00006148.JPEG,echidna,99.27902221679688
ILSVRC2012_val_00006174.JPEG,white wolf,94.19380950927734
ILSVRC2012_val_00006177.JPEG,stage,89.59961700439453
ILSVRC2012_val_00006212.JPEG,purse,93.9986343383789
ILSVRC2012_val_00006233.JPEG,diaper,89.72856140136719
ILSVRC2012_val_00006315.JPEG,king crab,73.34619903564453
ILSVRC2012_val_00006327.JPEG,bathtub,4.121077060699463
ILSVRC2012_val_00006328.JPEG,indigo bunting,95.2058563232422
ILSVRC2012_val_00006336.JPEG,kuvasz,87.2978515625
ILSVRC2012_val_00006354.JPEG,guinea pig,20.85476875305176
ILSVRC2012_val_00006363.JPEG,go-kart,44.48805618286133
ILSVRC2012_val_00006382.JPEG,Irish wolfhound,93.02935028076172
ILSVRC2012_val_00006412.JPEG,modem,97.16900634765624
ILSVRC2012_val_00006447.JPEG,gibbon,94.24718475341795
ILSVRC2012_val_00006465.JPEG,harvester,98.70947265625
ILSVRC2012_val_00006487.JPEG,black stork,97.4127960205078
ILSVRC2012_val_00006501.JPEG,bee,9.423381805419922
ILSVRC2012_val_00006520.JPEG,platypus,82.35770416259766
ILSVRC2012_val_00006524.JPEG,king snake,94.47496795654295
ILSVRC2012_val_00006532.JPEG,cicada,4.15432071685791
ILSVRC2012_val_00006551.JPEG,toilet tissue,97.27574920654295
ILSVRC2012_val_00006586.JPEG,Doberman,96.4285659790039
ILSVRC2012_val_00006588.JPEG,lighter,80.0982437133789
ILSVRC2012_val_00006618.JPEG,mosquito net,97.27655029296876
ILSVRC2012_val_00006666.JPEG,timber wolf,79.51808166503906
ILSVRC2012_val_00006675.JPEG,Doberman,78.92002868652344
ILSVRC2012_val_00006719.JPEG,neck brace,88.98098754882812
ILSVRC2012_val_00006732.JPEG,holster,90.50308990478516
ILSVRC2012_val_00006743.JPEG,window screen,71.39421081542969
ILSVRC2012_val_00006753.JPEG,hay,86.06058502197266
ILSVRC2012_val_00006762.JPEG,saltshaker,97.83590698242188
ILSVRC2012_val_00006764.JPEG,whiptail,99.13239288330078
ILSVRC2012_val_00006806.JPEG,bath towel,39.543426513671875
ILSVRC2012_val_00006808.JPEG,wine bottle,95.02668762207033
ILSVRC2012_val_00006811.JPEG,coil,64.06151580810547
ILSVRC2012_val_00006816.JPEG,projectile,93.99861145019533
ILSVRC2012_val_00006843.JPEG,acoustic guitar,31.13926124572754
ILSVRC2012_val_00006848.JPEG,West Highland white terrier,86.03191375732422
ILSVRC2012_val_00006905.JPEG,plunger,66.87405395507812
ILSVRC2012_val_00006925.JPEG,lesser panda,94.7165298461914
ILSVRC2012_val_00006940.JPEG,ram,94.89228057861328
ILSVRC2012_val_00007002.JPEG,Saluki,90.8381576538086
ILSVRC2012_val_00007031.JPEG,cheetah,17.950654983520508
ILSVRC2012_val_00007036.JPEG,jackfruit,98.36080932617188
ILSVRC2012_val_00007042.JPEG,cliff,89.75853729248047
ILSVRC2012_val_00007051.JPEG,printer,82.20849609375
ILSVRC2012_val_00007079.JPEG,combination lock,98.4375
ILSVRC2012_val_00007081.JPEG,macaw,80.99015808105469
ILSVRC2012_val_00007098.JPEG,steel drum,94.8612060546875
ILSVRC2012_val_00007168.JPEG,macaw,95.94680786132812
ILSVRC2012_val_00007171.JPEG,hot pot,85.10958862304688
ILSVRC2012_val_00007175.JPEG,mouse,97.76823425292967
ILSVRC2012_val_00007180.JPEG,toy poodle,91.91458892822266
ILSVRC2012_val_00007188.JPEG,titi,0.9284111261367798
ILSVRC2012_val_00007254.JPEG,ashcan,79.24039459228516
ILSVRC2012_val_00007256.JPEG,wall clock,79.23262786865234
ILSVRC2012_val_00007321.JPEG,Chesapeake Bay retriever,93.1554183959961
ILSVRC2012_val_00007327.JPEG,Irish terrier,96.13589477539062
ILSVRC2012_val_00007363.JPEG,hartebeest,97.10991668701172
ILSVRC2012_val_00007383.JPEG,leatherback turtle,74.29845428466797
ILSVRC2012_val_00007416.JPEG,bighorn,97.72686767578124
ILSVRC2012_val_00007437.JPEG,tailed frog,90.48876190185548
ILSVRC2012_val_00007447.JPEG,rapeseed,93.38196563720705
ILSVRC2012_val_00007460.JPEG,chain saw,94.6458511352539
ILSVRC2012_val_00007498.JPEG,racer,85.73762512207031
ILSVRC2012_val_00007510.JPEG,bucket,76.08108520507812
ILSVRC2012_val_00007542.JPEG,Cardigan,98.48484802246094
ILSVRC2012_val_00007547.JPEG,Brabancon griffon,93.1407470703125
ILSVRC2012_val_00007548.JPEG,snow leopard,0.1769203543663025
ILSVRC2012_val_00007605.JPEG,pomegranate,7.424668788909912
ILSVRC2012_val_00007654.JPEG,chow,94.63534545898438
ILSVRC2012_val_00007679.JPEG,apiary,94.15647888183594
ILSVRC2012_val_00007686.JPEG,rocking chair,73.46426391601562
ILSVRC2012_val_00007694.JPEG,oxygen mask,90.98629760742188
ILSVRC2012_val_00007710.JPEG,green mamba,98.24322509765624
ILSVRC2012_val_00007749.JPEG,candle,92.95079040527344
ILSVRC2012_val_00007777.JPEG,gondola,86.05021667480469
ILSVRC2012_val_00007781.JPEG,Brittany spaniel,67.1797103881836
ILSVRC2012_val_00007832.JPEG,trimaran,95.95817565917967
ILSVRC2012_val_00007884.JPEG,tusker,81.5989990234375
ILSVRC2012_val_00007885.JPEG,eel,95.30516815185548
ILSVRC2012_val_00007889.JPEG,candle,93.82952880859376
ILSVRC2012_val_00007913.JPEG,entertainment center,67.0346908569336
ILSVRC2012_val_00007939.JPEG,ping-pong ball,30.241697311401367
ILSVRC2012_val_00007947.JPEG,golf ball,96.4888687133789
ILSVRC2012_val_00007952.JPEG,dome,96.13822174072266
ILSVRC2012_val_00007957.JPEG,wallaby,96.28532409667967
ILSVRC2012_val_00007963.JPEG,Labrador retriever,95.12385559082033
ILSVRC2012_val_00007965.JPEG,wardrobe,89.12645721435547
ILSVRC2012_val_00008002.JPEG,snail,92.8571548461914
ILSVRC2012_val_00008042.JPEG,Norwegian elkhound,93.31924438476562
ILSVRC2012_val_00008071.JPEG,guinea pig,94.44444274902344
ILSVRC2012_val_00008074.JPEG,langur,87.51969909667969
ILSVRC2012_val_00008081.JPEG,entertainment center,97.4859848022461
ILSVRC2012_val_00008082.JPEG,cowboy boot,10.938802719116213
ILSVRC2012_val_00008086.JPEG,Komodo dragon,98.63014221191406
ILSVRC2012_val_00008095.JPEG,Komodo dragon,94.7059097290039
ILSVRC2012_val_00008115.JPEG,home theater,98.07857513427734
ILSVRC2012_val_00008122.JPEG,tile roof,93.55577087402344
ILSVRC2012_val_00008128.JPEG,Granny Smith,98.66666412353516
ILSVRC2012_val_00008142.JPEG,ringlet,96.70004272460938
ILSVRC2012_val_00008168.JPEG,viaduct,95.74077606201172
ILSVRC2012_val_00008187.JPEG,disk brake,87.19462585449219
ILSVRC2012_val_00008197.JPEG,Siberian husky,70.11894989013672
ILSVRC2012_val_00008210.JPEG,Dungeness crab,99.10464477539062
ILSVRC2012_val_00008217.JPEG,komondor,84.93865203857422
ILSVRC2012_val_00008231.JPEG,corn,99.14055633544922
ILSVRC2012_val_00008279.JPEG,king penguin,98.77094268798828
ILSVRC2012_val_00008285.JPEG,scoreboard,93.4158935546875
ILSVRC2012_val_00008287.JPEG,white stork,94.01573944091795
ILSVRC2012_val_00008337.JPEG,boxer,97.30333709716795
ILSVRC2012_val_00008364.JPEG,little blue heron,98.27586364746094
ILSVRC2012_val_00008441.JPEG,wire-haired fox terrier,93.83316040039062
ILSVRC2012_val_00008456.JPEG,lens cap,7.141980171203613
ILSVRC2012_val_00008473.JPEG,tripod,95.90523529052734
ILSVRC2012_val_00008475.JPEG,violin,1.627854347229004
ILSVRC2012_val_00008500.JPEG,Tibetan terrier,98.0
ILSVRC2012_val_00008523.JPEG,bustard,97.21949005126952
